ID;Centers;Distance;TotalCluster_Charles;Iterations_Charles;Jaccard_Charles;Rand_Charles;TotalCluster_Hanam;Iterations_Hanam;Jaccard_Hanam;Rand_Hanam;Has_Result_Diff
26;13;manhattan;13;0;0.22463768115942;0.670769230769231;13;0;0.289473684210526;0.750769230769231;TRUE
54;13;manhattan;13;0;0.217391304347826;0.723076923076923;13;0;0.219298245614035;0.726153846153846;TRUE
82;13;manhattan;13;0;0.180327868852459;0.692307692307692;13;0;0.28695652173913;0.747692307692308;TRUE
110;13;manhattan;13;0;0.252173913043478;0.735384615384615;13;0;0.217391304347826;0.723076923076923;TRUE
138;13;manhattan;13;0;0.243478260869565;0.732307692307692;13;0;0.252173913043478;0.735384615384615;TRUE
166;13;manhattan;13;0;0.25;0.732307692307692;13;0;0.315789473684211;0.76;TRUE
194;13;manhattan;13;0;0.210526315789474;0.723076923076923;13;0;0.263157894736842;0.741538461538462;TRUE
222;13;manhattan;13;0;0.228070175438596;0.729230769230769;13;0;0.263157894736842;0.741538461538462;TRUE
250;13;manhattan;13;0;0.22463768115942;0.670769230769231;13;0;0.217391304347826;0.723076923076923;TRUE
278;13;manhattan;13;0;0.217391304347826;0.667692307692308;13;0;0.22463768115942;0.670769230769231;TRUE
13;14;euclidean;14;13;0.149122807017544;0.701538461538462;14;4;0.192982456140351;0.716923076923077;TRUE
41;14;euclidean;14;10;0.151724137931034;0.621538461538461;14;9;0.186567164179104;0.664615384615385;TRUE
69;14;euclidean;14;4;0.254385964912281;0.738461538461539;14;5;0.121951219512195;0.667692307692308;TRUE
97;14;euclidean;14;6;0.147826086956522;0.698461538461538;14;13;0.157894736842105;0.704615384615385;TRUE
125;14;euclidean;14;9;0.143835616438356;0.615384615384615;14;10;0.145038167938931;0.655384615384615;TRUE
153;14;euclidean;14;14;0.139130434782609;0.695384615384615;14;9;0.17037037037037;0.655384615384615;TRUE
181;14;euclidean;14;31;0.186567164179104;0.664615384615385;14;15;0.139130434782609;0.695384615384615;TRUE
209;14;euclidean;14;12;0.157894736842105;0.704615384615385;14;4;0.163793103448276;0.701538461538462;TRUE
237;14;euclidean;14;19;0.146551724137931;0.695384615384615;14;11;0.184210526315789;0.713846153846154;TRUE
265;14;euclidean;14;4;0.137931034482759;0.692307692307692;14;6;0.175438596491228;0.710769230769231;TRUE
27;14;manhattan;14;0;0.125;0.676923076923077;14;0;0.145038167938931;0.655384615384615;TRUE
55;14;manhattan;14;0;0.208695652173913;0.72;14;0;0.145161290322581;0.673846153846154;TRUE
