ID;Centers;Distance;TotalCluster_Charles;Iterations_Charles;Jaccard_Charles;Rand_Charles;TotalCluster_Hanam;Iterations_Hanam;Jaccard_Hanam;Rand_Hanam;Has_Result_Diff
83;14;manhattan;14;0;0.142857142857143;0.667692307692308;14;0;0.163934426229508;0.686153846153846;TRUE
111;14;manhattan;14;0;0.210526315789474;0.723076923076923;14;0;0.169230769230769;0.667692307692308;TRUE
139;14;manhattan;14;0;0.15748031496063;0.670769230769231;14;0;0.173913043478261;0.707692307692308;TRUE
167;14;manhattan;14;0;0.21875;0.692307692307692;14;0;0.210526315789474;0.723076923076923;TRUE
195;14;manhattan;14;0;0.219298245614035;0.726153846153846;14;0;0.184210526315789;0.713846153846154;TRUE
223;14;manhattan;14;0;0.210526315789474;0.723076923076923;14;0;0.158333333333333;0.689230769230769;TRUE
251;14;manhattan;14;0;0.188034188034188;0.707692307692308;14;0;0.157894736842105;0.704615384615385;TRUE
279;14;manhattan;14;0;0.208695652173913;0.72;14;0;0.254385964912281;0.738461538461539;TRUE
14;15;euclidean;15;3;0.166666666666667;0.707692307692308;15;32;0.166666666666667;0.707692307692308;FALSE
42;15;euclidean;15;6;0.166666666666667;0.707692307692308;15;11;0.137931034482759;0.692307692307692;TRUE
70;15;euclidean;15;4;0.129310344827586;0.689230769230769;15;4;0.130434782608696;0.692307692307692;TRUE
98;15;euclidean;15;11;0.140350877192982;0.698461538461538;15;5;0.136363636363636;0.649230769230769;TRUE
126;15;euclidean;15;5;0.140350877192982;0.698461538461538;15;5;0.149122807017544;0.701538461538462;TRUE
154;15;euclidean;15;5;0.166666666666667;0.707692307692308;15;5;0.137404580152672;0.652307692307692;TRUE
182;15;euclidean;15;7;0.166666666666667;0.707692307692308;15;5;0.146551724137931;0.695384615384615;TRUE
210;15;euclidean;15;5;0.171641791044776;0.658461538461538;15;5;0.153846153846154;0.661538461538462;TRUE
238;15;euclidean;15;43;0.171641791044776;0.658461538461538;15;11;0.135593220338983;0.686153846153846;TRUE
266;15;euclidean;15;11;0.165217391304348;0.704615384615385;15;3;0.166666666666667;0.707692307692308;TRUE
28;15;manhattan;15;0;0.145038167938931;0.655384615384615;15;0;0.175438596491228;0.710769230769231;TRUE
56;15;manhattan;15;0;0.166666666666667;0.707692307692308;15;0;0.140350877192982;0.698461538461538;TRUE
84;15;manhattan;15;0;0.245614035087719;0.735384615384615;15;0;0.141666666666667;0.683076923076923;TRUE
112;15;manhattan;15;0;0.175438596491228;0.710769230769231;15;0;0.191304347826087;0.713846153846154;TRUE
140;15;manhattan;15;0;0.201754385964912;0.72;15;0;0.226086956521739;0.726153846153846;TRUE
168;15;manhattan;15;0;0.149122807017544;0.701538461538462;15;0;0.156521739130435;0.701538461538462;TRUE
196;15;manhattan;15;0;0.166666666666667;0.707692307692308;15;0;0.149122807017544;0.701538461538462;TRUE
224;15;manhattan;15;0;0.175438596491228;0.710769230769231;15;0;0.140350877192982;0.698461538461538;TRUE
252;15;manhattan;15;0;0.175438596491228;0.710769230769231;15;0;0.201754385964912;0.72;TRUE
280;15;manhattan;15;0;0.202898550724638;0.661538461538462;15;0;0.181034482758621;0.707692307692308;TRUE
