"","ID","Epsilon","MinPts","TotalCluster_Charles","TotalOutliers_Charles","Jaccard_Charles","Rand_Charles","TotalOutliers_Hanam","TotalCluster_Hanam","Jaccard_Hanam","Rand_Hanam","dirf_Charles_Vs_Hanam"
"244",244,2.5,17,1,3,0.381132075471698,0.495384615384615,3,1,0.381132075471698,0.495384615384615,TRUE
"245",245,2.5,18,1,3,0.381132075471698,0.495384615384615,3,1,0.381132075471698,0.495384615384615,TRUE
"246",246,2.5,19,1,4,0.410569105691057,0.553846153846154,3,1,0.381132075471698,0.495384615384615,FALSE
"247",247,2.5,20,1,4,0.410569105691057,0.553846153846154,3,1,0.381132075471698,0.495384615384615,FALSE
"248",248,2.7,2,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"249",249,2.7,3,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"250",250,2.7,4,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"251",251,2.7,5,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"252",252,2.7,6,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"253",253,2.7,7,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"254",254,2.7,8,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"255",255,2.7,9,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"256",256,2.7,10,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"257",257,2.7,11,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"258",258,2.7,12,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"259",259,2.7,13,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"260",260,2.7,14,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"261",261,2.7,15,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"262",262,2.7,16,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"263",263,2.7,17,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"264",264,2.7,18,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"265",265,2.7,19,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"266",266,2.7,20,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"267",267,2.9,2,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"268",268,2.9,3,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"269",269,2.9,4,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"270",270,2.9,5,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"271",271,2.9,6,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"272",272,2.9,7,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"273",273,2.9,8,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"274",274,2.9,9,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"275",275,2.9,10,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"276",276,2.9,11,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"277",277,2.9,12,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"278",278,2.9,13,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"279",279,2.9,14,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"280",280,2.9,15,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"281",281,2.9,16,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"282",282,2.9,17,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"283",283,2.9,18,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"284",284,2.9,19,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"285",285,2.9,20,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"286",286,3.1,2,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"287",287,3.1,3,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"288",288,3.1,4,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"289",289,3.1,5,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"290",290,3.1,6,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"291",291,3.1,7,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"292",292,3.1,8,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"293",293,3.1,9,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"294",294,3.1,10,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"295",295,3.1,11,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"296",296,3.1,12,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"297",297,3.1,13,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"298",298,3.1,14,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"299",299,3.1,15,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"300",300,3.1,16,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"301",301,3.1,17,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"302",302,3.1,18,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"303",303,3.1,19,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"304",304,3.1,20,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"305",305,3.3,2,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"306",306,3.3,3,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"307",307,3.3,4,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"308",308,3.3,5,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"309",309,3.3,6,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"310",310,3.3,7,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"311",311,3.3,8,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"312",312,3.3,9,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"313",313,3.3,10,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"314",314,3.3,11,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"315",315,3.3,12,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"316",316,3.3,13,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"317",317,3.3,14,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"318",318,3.3,15,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"319",319,3.3,16,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"320",320,3.3,17,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"321",321,3.3,18,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"322",322,3.3,19,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"323",323,3.3,20,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"324",324,3.5,2,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"325",325,3.5,3,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"326",326,3.5,4,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"327",327,3.5,5,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"328",328,3.5,6,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"329",329,3.5,7,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"330",330,3.5,8,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"331",331,3.5,9,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"332",332,3.5,10,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"333",333,3.5,11,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"334",334,3.5,12,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"335",335,3.5,13,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"336",336,3.5,14,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"337",337,3.5,15,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"338",338,3.5,16,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"339",339,3.5,17,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"340",340,3.5,18,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"341",341,3.5,19,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"342",342,3.5,20,1,2,0.362676056338028,0.443076923076923,2,1,0.362676056338028,0.443076923076923,TRUE
"343",343,3.7,2,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"344",344,3.7,3,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"345",345,3.7,4,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"346",346,3.7,5,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"347",347,3.7,6,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"348",348,3.7,7,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"349",349,3.7,8,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"350",350,3.7,9,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"351",351,3.7,10,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"352",352,3.7,11,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"353",353,3.7,12,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"354",354,3.7,13,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"355",355,3.7,14,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"356",356,3.7,15,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"357",357,3.7,16,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"358",358,3.7,17,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"359",359,3.7,18,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"360",360,3.7,19,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"361",361,3.7,20,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"362",362,3.9,2,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"363",363,3.9,3,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"364",364,3.9,4,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"365",365,3.9,5,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"366",366,3.9,6,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"367",367,3.9,7,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"368",368,3.9,8,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"369",369,3.9,9,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"370",370,3.9,10,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"371",371,3.9,11,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"372",372,3.9,12,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"373",373,3.9,13,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"374",374,3.9,14,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"375",375,3.9,15,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"376",376,3.9,16,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"377",377,3.9,17,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"378",378,3.9,18,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"379",379,3.9,19,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"380",380,3.9,20,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"381",381,4.1,2,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"382",382,4.1,3,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"383",383,4.1,4,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"384",384,4.1,5,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"385",385,4.1,6,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"386",386,4.1,7,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"387",387,4.1,8,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"388",388,4.1,9,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"389",389,4.1,10,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"390",390,4.1,11,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"391",391,4.1,12,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"392",392,4.1,13,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"393",393,4.1,14,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"394",394,4.1,15,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"395",395,4.1,16,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"396",396,4.1,17,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"397",397,4.1,18,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"398",398,4.1,19,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"399",399,4.1,20,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"400",400,4.3,2,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"401",401,4.3,3,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"402",402,4.3,4,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"403",403,4.3,5,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"404",404,4.3,6,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"405",405,4.3,7,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"406",406,4.3,8,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"407",407,4.3,9,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"408",408,4.3,10,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"409",409,4.3,11,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"410",410,4.3,12,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"411",411,4.3,13,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"412",412,4.3,14,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"413",413,4.3,15,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"414",414,4.3,16,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"415",415,4.3,17,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"416",416,4.3,18,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"417",417,4.3,19,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"418",418,4.3,20,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"419",419,4.5,2,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"420",420,4.5,3,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"421",421,4.5,4,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"422",422,4.5,5,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"423",423,4.5,6,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"424",424,4.5,7,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"425",425,4.5,8,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"426",426,4.5,9,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"427",427,4.5,10,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"428",428,4.5,11,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"429",429,4.5,12,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"430",430,4.5,13,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"431",431,4.5,14,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"432",432,4.5,15,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"433",433,4.5,16,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"434",434,4.5,17,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"435",435,4.5,18,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"436",436,4.5,19,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"437",437,4.5,20,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"438",438,4.7,2,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"439",439,4.7,3,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"440",440,4.7,4,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"441",441,4.7,5,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"442",442,4.7,6,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"443",443,4.7,7,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"444",444,4.7,8,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"445",445,4.7,9,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"446",446,4.7,10,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"447",447,4.7,11,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"448",448,4.7,12,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"449",449,4.7,13,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"450",450,4.7,14,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"451",451,4.7,15,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"452",452,4.7,16,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"453",453,4.7,17,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"454",454,4.7,18,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"455",455,4.7,19,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"456",456,4.7,20,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"457",457,4.9,2,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"458",458,4.9,3,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"459",459,4.9,4,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"460",460,4.9,5,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"461",461,4.9,6,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"462",462,4.9,7,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"463",463,4.9,8,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"464",464,4.9,9,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"465",465,4.9,10,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"466",466,4.9,11,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"467",467,4.9,12,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"468",468,4.9,13,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"469",469,4.9,14,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"470",470,4.9,15,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"471",471,4.9,16,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"472",472,4.9,17,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"473",473,4.9,18,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"474",474,4.9,19,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"475",475,4.9,20,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"476",476,5.1,2,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"477",477,5.1,3,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"478",478,5.1,4,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"479",479,5.1,5,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"480",480,5.1,6,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"481",481,5.1,7,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"482",482,5.1,8,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"483",483,5.1,9,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"484",484,5.1,10,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"485",485,5.1,11,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"486",486,5.1,12,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"487",487,5.1,13,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"488",488,5.1,14,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"489",489,5.1,15,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
"490",490,5.1,16,1,1,0.348684210526316,0.390769230769231,1,1,0.348684210526316,0.390769230769231,TRUE
