"","ID","Centers","NumbTest","TotalCluster_Charles","TotalSumSquares_Charles","TotalwithinClusterSumSquares_Charles","TotalBetweenClusterSumSquares_Charles","Iterations_Charles","FaultInAlgorithm_Charles","Jaccard_Charles","Rand_Charles","TotalCluster_Hanam","TotalSumSquares_Hanam","TotalwithinClusterSumSquares_Hanam","TotalBetweenClusterSumSquares_Hanam","Iterations_Hanam","FaultInAlgorithm_Hanam","Jaccard_Hanam","Rand_Hanam","Has_Result_Diff"
"119",119,8,9,8,118.884615384615,19.4444444444444,99.4401709401709,2,0,0.456140350877193,0.809230769230769,8,117.923076923077,17.5833333333333,100.339743589744,3,0,0.666666666666667,0.883076923076923,TRUE
"120",120,9,9,9,118.884615384615,13.0333333333333,105.851282051282,2,0,0.491228070175439,0.821538461538462,9,117.923076923077,14.469696969697,103.45337995338,2,0,0.570175438596491,0.849230769230769,TRUE
"121",121,10,9,10,118.884615384615,14.1363636363636,104.748251748252,2,0,0.552631578947368,0.843076923076923,10,117.923076923077,11.2619047619048,106.661172161172,3,0,0.307017543859649,0.756923076923077,TRUE
"122",122,11,9,11,118.884615384615,8.20833333333333,110.676282051282,2,0,0.342105263157895,0.769230769230769,11,117.923076923077,9.22222222222222,108.700854700855,2,0,0.394736842105263,0.787692307692308,TRUE
"123",123,12,9,12,118.884615384615,7,111.884615384615,2,0,0.245614035087719,0.735384615384615,12,117.923076923077,8.76190476190476,109.161172161172,2,0,0.280701754385965,0.747692307692308,TRUE
"124",124,13,9,13,118.884615384615,5.63333333333333,113.251282051282,4,0,0.192982456140351,0.716923076923077,13,117.923076923077,6.16666666666667,111.75641025641,3,0,0.228070175438596,0.729230769230769,TRUE
"125",125,14,9,14,118.884615384615,5.66666666666667,113.217948717949,2,0,0.219298245614035,0.726153846153846,14,117.923076923077,3.63333333333333,114.289743589744,3,0,0.184210526315789,0.713846153846154,TRUE
"126",126,15,9,15,118.884615384615,4,114.884615384615,2,0,0.140350877192982,0.698461538461538,15,117.923076923077,6.83333333333333,111.089743589744,2,0,0.149122807017544,0.701538461538462,TRUE
"127",127,2,10,2,118.884615384615,85.2800000000001,33.6046153846153,1,0,0.348684210526316,0.390769230769231,2,117.923076923077,84.3200000000001,33.6030769230768,1,0,0.348684210526316,0.390769230769231,FALSE
"128",128,3,10,3,118.884615384615,67.6730769230768,51.2115384615385,2,0,0.451428571428571,0.704615384615385,3,117.923076923077,66.7500000000006,51.1730769230763,2,0,0.363957597173145,0.446153846153846,TRUE
"129",129,4,10,4,118.884615384615,51.9047619047619,66.9798534798535,3,0,0.468181818181818,0.64,4,117.923076923077,59.7575757575758,58.1655011655011,2,0,0.3,0.655384615384615,TRUE
"130",130,5,10,5,118.884615384615,38.5,80.3846153846154,2,0,0.580882352941177,0.824615384615385,5,117.923076923077,52.8333333333332,65.0897435897437,2,0,0.404255319148936,0.741538461538462,TRUE
"131",131,6,10,6,118.884615384615,30.1025641025641,88.7820512820513,2,0,0.789473684210526,0.926153846153846,6,117.923076923077,31.3194444444444,86.6036324786325,2,0,0.418604651162791,0.769230769230769,TRUE
"132",132,7,10,7,118.884615384615,23.4444444444444,95.4401709401709,3,0,0.473684210526316,0.815384615384615,7,117.923076923077,22.7777777777778,95.1452991452991,2,0,0.473684210526316,0.815384615384615,FALSE
"133",133,8,10,8,118.884615384615,18.3619047619048,100.522710622711,2,0,0.37719298245614,0.781538461538462,8,117.923076923077,20.0952380952381,97.8278388278388,3,0,0.350877192982456,0.772307692307692,TRUE
"134",134,9,10,9,118.884615384615,14.3333333333333,104.551282051282,2,0,0.324561403508772,0.763076923076923,9,117.923076923077,17.4444444444444,100.478632478632,2,0,0.447368421052632,0.806153846153846,TRUE
"135",135,10,10,10,118.884615384615,12.2,106.684615384615,2,0,0.473684210526316,0.815384615384615,10,117.923076923077,13.6363636363636,104.286713286713,2,0,0.552631578947368,0.843076923076923,TRUE
"136",136,11,10,11,118.884615384615,10.9285714285714,107.956043956044,3,0,0.289473684210526,0.750769230769231,11,117.923076923077,9,108.923076923077,3,0,0.289473684210526,0.750769230769231,FALSE
"137",137,12,10,12,118.884615384615,6.46666666666667,112.417948717949,2,0,0.210526315789474,0.723076923076923,12,117.923076923077,8.96666666666667,108.95641025641,2,0,0.210526315789474,0.723076923076923,FALSE
"138",138,13,10,13,118.884615384615,6.35714285714286,112.527472527473,2,0,0.263157894736842,0.741538461538462,13,117.923076923077,5.13333333333333,112.789743589744,2,0,0.192982456140351,0.716923076923077,TRUE
"139",139,14,10,14,118.884615384615,4.8,114.084615384615,2,0,0.175438596491228,0.710769230769231,14,117.923076923077,4.63333333333333,113.289743589744,2,0,0.184210526315789,0.713846153846154,TRUE
"140",140,15,10,15,118.884615384615,2.63333333333333,116.251282051282,2,0,0.175438596491228,0.710769230769231,15,117.923076923077,2.8,115.123076923077,2,0,0.166666666666667,0.707692307692308,TRUE
