"","ID","Epsilon","MinPts","Epsilon_identify","TotalCluster_Charles","TotalOutliers_Charles","Jaccard_Charles","Rand_Charles","TotalCluster_Hanam","TotalOutliers_Hanam","Jaccard_Hanam","Rand_Hanam","Has_Result_Diff"
"66",66,0.7,10,0.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"67",67,0.7,11,0.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"68",68,0.7,12,0.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"69",69,0.7,13,0.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"70",70,0.7,14,0.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"71",71,0.7,15,0.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"72",72,0.7,16,0.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"73",73,0.7,17,0.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"74",74,0.7,18,0.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"75",75,0.7,19,0.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"76",76,0.7,20,0.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"77",77,0.9,2,0.9,2,17,0.278048780487805,0.544615384615385,2,17,0.278048780487805,0.544615384615385,FALSE
"78",78,0.9,3,0.9,2,17,0.278048780487805,0.544615384615385,2,17,0.278048780487805,0.544615384615385,FALSE
"79",79,0.9,4,0.9,2,17,0.278048780487805,0.544615384615385,2,17,0.278048780487805,0.544615384615385,FALSE
"80",80,0.9,5,0.9,1,21,0.392405063291139,0.556923076923077,1,21,0.392405063291139,0.556923076923077,FALSE
"81",81,0.9,6,0.9,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"82",82,0.9,7,0.9,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"83",83,0.9,8,0.9,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"84",84,0.9,9,0.9,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"85",85,0.9,10,0.9,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"86",86,0.9,11,0.9,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"87",87,0.9,12,0.9,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"88",88,0.9,13,0.9,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"89",89,0.9,14,0.9,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"90",90,0.9,15,0.9,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"91",91,0.9,16,0.9,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"92",92,0.9,17,0.9,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"93",93,0.9,18,0.9,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"94",94,0.9,19,0.9,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"95",95,0.9,20,0.9,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"96",96,1.1,2,1.1,3,10,0.342465753424658,0.704615384615385,3,10,0.342465753424658,0.704615384615385,FALSE
"97",97,1.1,3,1.1,3,10,0.342465753424658,0.704615384615385,3,10,0.342465753424658,0.704615384615385,FALSE
"98",98,1.1,4,1.1,2,13,0.30635838150289,0.630769230769231,2,13,0.30635838150289,0.630769230769231,FALSE
"99",99,1.1,5,1.1,2,13,0.30635838150289,0.630769230769231,2,13,0.30635838150289,0.630769230769231,FALSE
"100",100,1.1,6,1.1,1,18,0.270742358078603,0.486153846153846,1,18,0.270742358078603,0.486153846153846,FALSE
"101",101,1.1,7,1.1,1,19,0.253112033195021,0.446153846153846,1,19,0.253112033195021,0.446153846153846,FALSE
"102",102,1.1,8,1.1,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"103",103,1.1,9,1.1,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"104",104,1.1,10,1.1,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"105",105,1.1,11,1.1,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"106",106,1.1,12,1.1,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"107",107,1.1,13,1.1,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"108",108,1.1,14,1.1,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"109",109,1.1,15,1.1,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"110",110,1.1,16,1.1,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"111",111,1.1,17,1.1,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"112",112,1.1,18,1.1,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"113",113,1.1,19,1.1,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"114",114,1.1,20,1.1,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"115",115,1.3,2,1.3,3,10,0.342465753424658,0.704615384615385,3,10,0.342465753424658,0.704615384615385,FALSE
"116",116,1.3,3,1.3,3,10,0.342465753424658,0.704615384615385,3,10,0.342465753424658,0.704615384615385,FALSE
"117",117,1.3,4,1.3,2,13,0.30635838150289,0.630769230769231,2,13,0.30635838150289,0.630769230769231,FALSE
"118",118,1.3,5,1.3,2,13,0.30635838150289,0.630769230769231,2,13,0.30635838150289,0.630769230769231,FALSE
"119",119,1.3,6,1.3,1,18,0.270742358078603,0.486153846153846,1,18,0.270742358078603,0.486153846153846,FALSE
"120",120,1.3,7,1.3,1,19,0.253112033195021,0.446153846153846,1,19,0.253112033195021,0.446153846153846,FALSE
"121",121,1.3,8,1.3,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"122",122,1.3,9,1.3,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"123",123,1.3,10,1.3,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"124",124,1.3,11,1.3,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"125",125,1.3,12,1.3,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"126",126,1.3,13,1.3,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"127",127,1.3,14,1.3,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"128",128,1.3,15,1.3,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"129",129,1.3,16,1.3,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"130",130,1.3,17,1.3,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"131",131,1.3,18,1.3,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"132",132,1.3,19,1.3,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"133",133,1.3,20,1.3,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"134",134,1.5,2,1.5,3,6,0.619047619047619,0.852307692307692,3,6,0.619047619047619,0.852307692307692,FALSE
"135",135,1.5,3,1.5,3,6,0.619047619047619,0.852307692307692,3,6,0.619047619047619,0.852307692307692,FALSE
"136",136,1.5,4,1.5,2,9,0.574468085106383,0.815384615384615,2,9,0.574468085106383,0.815384615384615,FALSE
"137",137,1.5,5,1.5,2,9,0.574468085106383,0.815384615384615,2,9,0.574468085106383,0.815384615384615,FALSE
"138",138,1.5,6,1.5,1,14,0.475138121546961,0.707692307692308,1,14,0.475138121546961,0.707692307692308,FALSE
"139",139,1.5,7,1.5,1,15,0.398963730569948,0.643076923076923,1,15,0.398963730569948,0.643076923076923,FALSE
"140",140,1.5,8,1.5,1,15,0.398963730569948,0.643076923076923,1,15,0.398963730569948,0.643076923076923,FALSE
"141",141,1.5,9,1.5,1,15,0.398963730569948,0.643076923076923,1,15,0.398963730569948,0.643076923076923,FALSE
"142",142,1.5,10,1.5,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"143",143,1.5,11,1.5,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"144",144,1.5,12,1.5,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"145",145,1.5,13,1.5,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"146",146,1.5,14,1.5,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"147",147,1.5,15,1.5,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"148",148,1.5,16,1.5,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"149",149,1.5,17,1.5,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"150",150,1.5,18,1.5,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"151",151,1.5,19,1.5,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"152",152,1.5,20,1.5,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"153",153,1.7,2,1.7,3,6,0.619047619047619,0.852307692307692,3,6,0.619047619047619,0.852307692307692,FALSE
"154",154,1.7,3,1.7,3,6,0.619047619047619,0.852307692307692,3,6,0.619047619047619,0.852307692307692,FALSE
"155",155,1.7,4,1.7,2,9,0.574468085106383,0.815384615384615,2,9,0.574468085106383,0.815384615384615,FALSE
"156",156,1.7,5,1.7,2,9,0.574468085106383,0.815384615384615,2,9,0.574468085106383,0.815384615384615,FALSE
"157",157,1.7,6,1.7,1,14,0.475138121546961,0.707692307692308,1,14,0.475138121546961,0.707692307692308,FALSE
"158",158,1.7,7,1.7,1,15,0.398963730569948,0.643076923076923,1,15,0.398963730569948,0.643076923076923,FALSE
"159",159,1.7,8,1.7,1,15,0.398963730569948,0.643076923076923,1,15,0.398963730569948,0.643076923076923,FALSE
"160",160,1.7,9,1.7,1,15,0.398963730569948,0.643076923076923,1,15,0.398963730569948,0.643076923076923,FALSE
"161",161,1.7,10,1.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"162",162,1.7,11,1.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"163",163,1.7,12,1.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"164",164,1.7,13,1.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"165",165,1.7,14,1.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"166",166,1.7,15,1.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"167",167,1.7,16,1.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"168",168,1.7,17,1.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"169",169,1.7,18,1.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"170",170,1.7,19,1.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"171",171,1.7,20,1.7,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"172",172,1.9,2,1.9,1,6,0.4,0.584615384615385,2,4,0.401826484018265,0.596923076923077,TRUE
"173",173,1.9,3,1.9,1,6,0.4,0.584615384615385,1,6,0.4,0.584615384615385,FALSE
"174",174,1.9,4,1.9,1,6,0.4,0.584615384615385,1,6,0.4,0.584615384615385,FALSE
"175",175,1.9,5,1.9,1,6,0.4,0.584615384615385,1,6,0.4,0.584615384615385,FALSE
"176",176,1.9,6,1.9,1,6,0.4,0.584615384615385,1,6,0.4,0.584615384615385,FALSE
"177",177,1.9,7,1.9,1,6,0.4,0.584615384615385,1,6,0.4,0.584615384615385,FALSE
"178",178,1.9,8,1.9,1,8,0.447761194029851,0.658461538461538,1,8,0.447761194029851,0.658461538461538,FALSE
"179",179,1.9,9,1.9,1,8,0.447761194029851,0.658461538461538,1,8,0.447761194029851,0.658461538461538,FALSE
"180",180,1.9,10,1.9,1,13,0.453551912568306,0.692307692307692,1,13,0.453551912568306,0.692307692307692,FALSE
"181",181,1.9,11,1.9,1,13,0.453551912568306,0.692307692307692,1,13,0.453551912568306,0.692307692307692,FALSE
"182",182,1.9,12,1.9,1,13,0.453551912568306,0.692307692307692,1,13,0.453551912568306,0.692307692307692,FALSE
"183",183,1.9,13,1.9,1,13,0.453551912568306,0.692307692307692,1,13,0.453551912568306,0.692307692307692,FALSE
"184",184,1.9,14,1.9,1,13,0.453551912568306,0.692307692307692,1,13,0.453551912568306,0.692307692307692,FALSE
"185",185,1.9,15,1.9,1,13,0.453551912568306,0.692307692307692,1,13,0.453551912568306,0.692307692307692,FALSE
"186",186,1.9,16,1.9,1,13,0.453551912568306,0.692307692307692,1,13,0.453551912568306,0.692307692307692,FALSE
"187",187,1.9,17,1.9,1,13,0.453551912568306,0.692307692307692,1,13,0.453551912568306,0.692307692307692,FALSE
"188",188,1.9,18,1.9,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"189",189,1.9,19,1.9,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"190",190,1.9,20,1.9,0,26,0.338461538461538,0.338461538461538,0,26,0.338461538461538,0.338461538461538,FALSE
"191",191,2.1,2,2.1,1,4,0.33976833976834,0.473846153846154,1,4,0.33976833976834,0.473846153846154,FALSE
"192",192,2.1,3,2.1,1,4,0.33976833976834,0.473846153846154,1,4,0.33976833976834,0.473846153846154,FALSE
"193",193,2.1,4,2.1,1,4,0.33976833976834,0.473846153846154,1,4,0.33976833976834,0.473846153846154,FALSE
"194",194,2.1,5,2.1,1,4,0.33976833976834,0.473846153846154,1,4,0.33976833976834,0.473846153846154,FALSE
"195",195,2.1,6,2.1,1,4,0.33976833976834,0.473846153846154,1,4,0.33976833976834,0.473846153846154,FALSE
"196",196,2.1,7,2.1,1,5,0.363636363636364,0.526153846153846,1,5,0.363636363636364,0.526153846153846,FALSE
"197",197,2.1,8,2.1,1,5,0.363636363636364,0.526153846153846,1,5,0.363636363636364,0.526153846153846,FALSE
"198",198,2.1,9,2.1,1,5,0.363636363636364,0.526153846153846,1,5,0.363636363636364,0.526153846153846,FALSE
"199",199,2.1,10,2.1,1,5,0.363636363636364,0.526153846153846,1,5,0.363636363636364,0.526153846153846,FALSE
"200",200,2.1,11,2.1,1,5,0.363636363636364,0.526153846153846,1,5,0.363636363636364,0.526153846153846,FALSE
"201",201,2.1,12,2.1,1,5,0.363636363636364,0.526153846153846,1,5,0.363636363636364,0.526153846153846,FALSE
"202",202,2.1,13,2.1,1,5,0.363636363636364,0.526153846153846,1,5,0.363636363636364,0.526153846153846,FALSE
"203",203,2.1,14,2.1,1,5,0.363636363636364,0.526153846153846,1,5,0.363636363636364,0.526153846153846,FALSE
"204",204,2.1,15,2.1,1,5,0.363636363636364,0.526153846153846,1,5,0.363636363636364,0.526153846153846,FALSE
"205",205,2.1,16,2.1,1,9,0.484210526315789,0.698461538461538,1,9,0.484210526315789,0.698461538461538,FALSE
"206",206,2.1,17,2.1,1,10,0.494565217391304,0.713846153846154,1,10,0.494565217391304,0.713846153846154,FALSE
"207",207,2.1,18,2.1,1,10,0.494565217391304,0.713846153846154,1,10,0.494565217391304,0.713846153846154,FALSE
"208",208,2.1,19,2.1,1,10,0.494565217391304,0.713846153846154,1,10,0.494565217391304,0.713846153846154,FALSE
"209",209,2.1,20,2.1,1,10,0.494565217391304,0.713846153846154,1,10,0.494565217391304,0.713846153846154,FALSE
"210",210,2.3,2,2.3,1,4,0.33976833976834,0.473846153846154,1,4,0.33976833976834,0.473846153846154,FALSE
"211",211,2.3,3,2.3,1,4,0.33976833976834,0.473846153846154,1,4,0.33976833976834,0.473846153846154,FALSE
"212",212,2.3,4,2.3,1,4,0.33976833976834,0.473846153846154,1,4,0.33976833976834,0.473846153846154,FALSE
"213",213,2.3,5,2.3,1,4,0.33976833976834,0.473846153846154,1,4,0.33976833976834,0.473846153846154,FALSE
"214",214,2.3,6,2.3,1,4,0.33976833976834,0.473846153846154,1,4,0.33976833976834,0.473846153846154,FALSE
"215",215,2.3,7,2.3,1,4,0.33976833976834,0.473846153846154,1,4,0.33976833976834,0.473846153846154,FALSE
"216",216,2.3,8,2.3,1,4,0.33976833976834,0.473846153846154,1,4,0.33976833976834,0.473846153846154,FALSE
"217",217,2.3,9,2.3,1,4,0.33976833976834,0.473846153846154,1,4,0.33976833976834,0.473846153846154,FALSE
"218",218,2.3,10,2.3,1,4,0.33976833976834,0.473846153846154,1,4,0.33976833976834,0.473846153846154,FALSE
"219",219,2.3,11,2.3,1,4,0.33976833976834,0.473846153846154,1,4,0.33976833976834,0.473846153846154,FALSE
"220",220,2.3,12,2.3,1,4,0.33976833976834,0.473846153846154,1,4,0.33976833976834,0.473846153846154,FALSE
"221",221,2.3,13,2.3,1,4,0.33976833976834,0.473846153846154,1,4,0.33976833976834,0.473846153846154,FALSE
"222",222,2.3,14,2.3,1,4,0.33976833976834,0.473846153846154,1,4,0.33976833976834,0.473846153846154,FALSE
"223",223,2.3,15,2.3,1,4,0.33976833976834,0.473846153846154,1,4,0.33976833976834,0.473846153846154,FALSE
"224",224,2.3,16,2.3,1,4,0.33976833976834,0.473846153846154,1,4,0.33976833976834,0.473846153846154,FALSE
"225",225,2.3,17,2.3,1,5,0.363636363636364,0.526153846153846,1,5,0.363636363636364,0.526153846153846,FALSE
"226",226,2.3,18,2.3,1,5,0.363636363636364,0.526153846153846,1,5,0.363636363636364,0.526153846153846,FALSE
"227",227,2.3,19,2.3,1,9,0.484210526315789,0.698461538461538,1,9,0.484210526315789,0.698461538461538,FALSE
