ClusterID; BCTs; BasicChanges; Complexity; ProjectCount; Instances; ContainsInstances
177 ; RESERVED:METHOD_CALL:INSERTED:global:catch:1.0 ; 1 ; 3 ; 3 ; 7 ; 12901, 16566, 16727, 16489, 124171, 16573, 20125
178 ; METHOD:METHOD_CALL:INSERTED:global:slice:1.0 ; 1 ; 1 ; 6 ; 8 ; 57536, 58465, 30323, 11798, 29992, 59817, 43852, 123421
179 ; RESERVED:CONDITION:REMOVED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:return:1.0 ; 2 ; 1 ; 8 ; 10 ; 67857, 79217, 78096, 123504, 76276, 80649, 129128, 64011, 68170, 45901
180 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:METHOD_CALL:INSERTED:global:error:1.0 ; 2 ; 2 ; 4 ; 6 ; 124913, 59941, 77556, 50918, 59143, 123560
181 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:STATEMENT:UPDATED:global:return:1.0 ; 2 ; 1 ; 7 ; 9 ; 99168, 128356, 128999, 68616, 24508, 64220, 85709, 123790, 124590
182 ; METHOD:METHOD_CALL:INSERTED:global:stringify:1.0 , CLASS:METHOD_CALL:INSERTED:global:JSON:1.0 ; 2 ; 1 ; 6 ; 7 ; 63152, 83793, 123815, 68998, 127302, 20491, 132126
183 ; RESERVED:CONDITION:INSERTED:global:falsey:2.0 , RESERVED:STATEMENT:UPDATED:global:var:2.0 ; 2 ; 2 ; 5 ; 8 ; 26082, 124099, 125763, 84066, 125190, 126509, 84044, 131917
184 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , METHOD:METHOD_CALL:INSERTED:global:charAt:1.0 ; 2 ; 1 ; 3 ; 6 ; 23570, 125475, 83234, 127227, 127338, 124255
185 ; METHOD:METHOD_CALL:INSERTED:global:push:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 2 ; 2 ; 5 ; 7 ; 5300, 23944, 19945, 125595, 75901, 124636, 30446
186 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 3 ; 2 ; 4 ; 5 ; 102755, 108835, 97365, 58869, 124644
187 ; RESERVED:CONDITION:REMOVED:global:falsey:2.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 1 ; 5 ; 6 ; 71845, 126005, 88548, 124711, 44727, 124952
188 ; METHOD:METHOD_CALL:REMOVED:global:stringify:1.0 , CLASS:METHOD_CALL:REMOVED:global:JSON:1.0 ; 2 ; 1 ; 6 ; 9 ; 85905, 20775, 20744, 25400, 69560, 16810, 77274, 30076, 85311
189 ; RESERVED:STATEMENT:INSERTED:global:var:1.0 , METHOD:METHOD_CALL:INSERTED:global:replace:1.0 ; 2 ; 2 ; 5 ; 5 ; 126370, 53140, 50645, 28214, 78988
190 ; RESERVED:METHOD_CALL:INSERTED:global:callback:1.0 ; 1 ; 2 ; 5 ; 7 ; 17861, 126871, 132356, 127366, 32235, 132366, 111228
191 ; RESERVED:ASSIGNMENT_RHS:REMOVED:global:undefined:1.0 ; 1 ; 1 ; 4 ; 5 ; 39840, 127014, 40283, 4524, 39820
192 ; RESERVED:STATEMENT:REMOVED:global:return:1.0 , RESERVED:CONDITION:REMOVED:global:sheq:1.0 ; 2 ; 2 ; 6 ; 6 ; 17073, 101349, 41173, 45285, 71030, 56572
193 ; RESERVED:CONDITION:REMOVED:global:typeof:1.0 , RESERVED:CONDITION:REMOVED:global:undefined:1.0 , RESERVED:CONDITION:INSERTED:global:undefined:1.0 , RESERVED:CONDITION:INSERTED:global:typeof:1.0 ; 4 ; 1 ; 3 ; 5 ; 23833, 127400, 128024, 26283, 127388
194 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:CONDITION:REMOVED:global:sheq:1.0 ; 2 ; 1 ; 9 ; 12 ; 21968, 38371, 89554, 18468, 21460, 127589, 31286, 88983, 94279, 98663, 20686, 37598
195 ; RESERVED:ARGUMENT:INSERTED:global:true:2.0 ; 1 ; 2 ; 4 ; 6 ; 48613, 37945, 129480, 127967, 88270, 88318
196 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:CONDITION:INSERTED:global:true:1.0 ; 2 ; 1 ; 7 ; 8 ; 68320, 127988, 68551, 88119, 78921, 99675, 10235, 10236
197 ; METHOD:METHOD_CALL:REMOVED:global:bind:1.0 ; 1 ; 4 ; 4 ; 6 ; 128707, 12275, 57779, 66411, 28316, 66413
198 ; RESERVED:ARGUMENT:INSERTED:global:undefined:1.0 ; 1 ; 1 ; 5 ; 5 ; 59040, 128849, 24108, 44173, 33087
199 ; RESERVED:ASSIGNMENT_RHS:INSERTED:global:null:2.0 ; 1 ; 2 ; 4 ; 6 ; 128864, 129456, 12631, 73065, 72826, 72831
200 ; RESERVED:ARGUMENT:INSERTED:global:false:1.0 ; 1 ; 1 ; 5 ; 7 ; 130528, 7970, 28275, 32648, 86556, 129132, 86335
201 ; FIELD:ASSIGNMENT_LHS:INSERTED:global:global:1.0 ; 1 ; 1 ; 7 ; 9 ; 13152, 22992, 1410, 84996, 48039, 129337, 12601, 12826, 58092
202 ; RESERVED:STATEMENT:INSERTED:global:return:1.0 , RESERVED:CONDITION:INSERTED:global:undefined:1.0 , RESERVED:CONDITION:INSERTED:global:typeof:1.0 ; 3 ; 2 ; 4 ; 5 ; 20307, 22707, 28249, 72986, 129486
203 ; RESERVED:CONDITION:INSERTED:global:eq:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 3 ; 5 ; 6 ; 129681, 104211, 86084, 129879, 46537, 129822
204 ; RESERVED:CONDITION:INSERTED:global:eq:2.0 ; 1 ; 2 ; 6 ; 10 ; 81058, 130562, 23892, 34904, 129803, 130043, 40235, 129754, 77196, 130430
205 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:new:1.0 ; 2 ; 1 ; 7 ; 7 ; 66880, 80256, 29733, 130694, 18394, 123947, 129788
206 ; RESERVED:ARGUMENT:INSERTED:global:error:1.0 ; 1 ; 5 ; 4 ; 5 ; 17792, 90101, 17910, 10410, 132984
207 ; RESERVED:CONDITION:INSERTED:global:eq:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 2 ; 1 ; 5 ; 6 ; 83856, 98851, 129255, 105414, 130566, 7992
208 ; RESERVED:STATEMENT:INSERTED:global:var:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:this:1.0 ; 2 ; 5 ; 7 ; 9 ; 21297, 34198, 42246, 130886, 34200, 79227, 24302, 24943, 41151
209 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:CONDITION:INSERTED:global:this:1.0 ; 2 ; 1 ; 6 ; 6 ; 41122, 58292, 14053, 77963, 130890, 59951
210 ; METHOD:METHOD_CALL:INSERTED:global:trim:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 1 ; 5 ; 5 ; 5587, 7909, 77444, 20728, 131198
211 ; METHOD:METHOD_CALL:INSERTED:global:toString:1.0 ; 1 ; 1 ; 9 ; 11 ; 31200, 36417, 133184, 9859, 51363, 55700, 63494, 56106, 63339, 131721, 28285
212 ; METHOD:METHOD_CALL:INSERTED:global:toLowerCase:1.0 ; 1 ; 1 ; 7 ; 14 ; 99877, 56841, 133259, 133198, 133422, 59629, 133199, 78803, 5747, 27897, 133243, 95291, 13374, 133084
213 ; RESERVED:CONDITION:INSERTED:global:false:1.0 , RESERVED:CONDITION:INSERTED:global:sheq:1.0 ; 2 ; 1 ; 10 ; 14 ; 18979, 96418, 66597, 69135, 88622, 62450, 61301, 55674, 69179, 46363, 98298, 98458, 10558, 66590
214 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:false:1.0 ; 2 ; 2 ; 7 ; 13 ; 19104, 40032, 58721, 58886, 47144, 74509, 125197, 58861, 58928, 48241, 61363, 58645, 59605
215 ; METHOD:METHOD_CALL:INSERTED:global:replace:2.0 ; 1 ; 2 ; 7 ; 10 ; 115472, 74946, 65236, 75975, 61703, 81866, 28382, 19231, 20239, 81870
216 ; METHOD:METHOD_CALL:INSERTED:global:split:1.0 ; 1 ; 1 ; 6 ; 6 ; 12645, 91302, 83641, 19849, 59562, 52175
217 ; RESERVED:STATEMENT:INSERTED:global:return:2.0 , RESERVED:CONDITION:INSERTED:global:falsey:2.0 ; 2 ; 4 ; 5 ; 5 ; 63461, 76404, 36646, 20024, 58507
218 ; RESERVED:METHOD_CALL:INSERTED:global:this:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 4 ; 3 ; 4 ; 16117, 51237, 78153, 20397
219 ; METHOD:METHOD_CALL:INSERTED:global:concat:1.0 ; 1 ; 1 ; 5 ; 5 ; 68289, 3269, 4630, 66297, 58877
220 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:CONDITION:REMOVED:global:falsey:1.0 , RESERVED:CONDITION:INSERTED:global:typeof:1.0 ; 3 ; 1 ; 7 ; 7 ; 21568, 60163, 79546, 21405, 33437, 34877, 38527
221 ; RESERVED:METHOD_CALL:INSERTED:global:this:1.0 , RESERVED:STATEMENT:INSERTED:global:new:1.0 ; 2 ; 4 ; 2 ; 5 ; 7539, 7542, 7256, 4746, 4731
222 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:STATEMENT:INSERTED:global:var:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 3 ; 3 ; 5 ; 6 ; 49089, 19819, 56828, 21806, 57295, 67966
223 ; METHOD:METHOD_CALL:REMOVED:global:replace:1.0 , RESERVED:STATEMENT:UPDATED:global:return:1.0 ; 2 ; 1 ; 7 ; 8 ; 77554, 7300, 14308, 94599, 85899, 1485, 21982, 76175
224 ; RESERVED:CONDITION:INSERTED:global:eq:1.0 , RESERVED:CONDITION:REMOVED:global:eq:1.0 ; 2 ; 1 ; 6 ; 6 ; 22099, 77797, 83495, 96486, 129627, 71903
225 ; RESERVED:ASSIGNMENT_RHS:REMOVED:global:true:2.0 ; 1 ; 1 ; 6 ; 7 ; 80821, 22359, 7752, 8490, 31421, 44878, 7871
226 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:CONDITION:INSERTED:global:undefined:1.0 , RESERVED:CONDITION:INSERTED:global:typeof:1.0 ; 3 ; 1 ; 6 ; 6 ; 24512, 33569, 60980, 11110, 41446, 58504
227 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:CONDITION:INSERTED:global:error:1.0 ; 2 ; 1 ; 12 ; 13 ; 40609, 38690, 59972, 83461, 33417, 54346, 53516, 99407, 60912, 65553, 24535, 71867, 40735
228 ; RESERVED:ARGUMENT:REMOVED:global:arguments:1.0 ; 1 ; 1 ; 5 ; 5 ; 48930, 51844, 26103, 80758, 37608
229 ; METHOD:METHOD_CALL:INSERTED:global:toLowerCase:2.0 ; 1 ; 2 ; 6 ; 6 ; 73123, 103570, 57445, 28855, 13547, 26894
230 ; RESERVED:METHOD_CALL:INSERTED:global:this:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 1 ; 3 ; 8 ; 28992, 32754, 12807, 68630, 29369, 28650, 29610, 27309
231 ; RESERVED:STATEMENT:INSERTED:global:return:1.0 ; 1 ; 2 ; 5 ; 5 ; 64224, 5480, 83912, 61226, 52462
232 ; RESERVED:CONDITION:INSERTED:global:false:1.0 , RESERVED:ASSIGNMENT_LHS:INSERTED:global:this:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 3 ; 1 ; 4 ; 5 ; 33248, 30242, 41474, 90157, 41518
233 ; RESERVED:ARGUMENT:INSERTED:global:error:1.0 , RESERVED:STATEMENT:INSERTED:global:try:1.0 , RESERVED:EXCEPTION_CATCH:INSERTED:global:error:1.0 ; 3 ; 3 ; 6 ; 6 ; 100739, 32435, 76740, 80763, 88938, 66159
234 ; METHOD:METHOD_CALL:INSERTED:global:trim:1.0 ; 1 ; 1 ; 8 ; 11 ; 7825, 12691, 51396, 7223, 65416, 33641, 54234, 51388, 128188, 10958, 83902
235 ; RESERVED:ASSIGNMENT_RHS:REMOVED:global:true:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:false:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 3 ; 1 ; 4 ; 5 ; 80272, 68567, 92359, 92312, 6926
236 ; FIELD:ASSIGNMENT_RHS:INSERTED:global:prototype:1.0 , FIELD:ASSIGNMENT_LHS:INSERTED:global:prototype:1.0 ; 2 ; 1 ; 5 ; 5 ; 37440, 55088, 102727, 39703, 78973
237 ; METHOD:METHOD_CALL:REMOVED:global:forEach:1.0 , METHOD:METHOD_CALL:INSERTED:global:forEach:1.0 ; 2 ; 2 ; 2 ; 13 ; 37827, 53539, 53540, 37829, 53765, 53639, 37866, 53612, 53487, 53591, 53688, 53659, 53534
238 ; RESERVED:STATEMENT:REMOVED:global:return:1.0 , RESERVED:STATEMENT:INSERTED:global:return:1.0 , RESERVED:STATEMENT:INSERTED:global:var:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 4 ; 5 ; 5 ; 5 ; 58534, 69910, 40394, 47373, 39647
239 ; RESERVED:STATEMENT:INSERTED:global:var:1.0 , FIELD:ASSIGNMENT_LHS:INSERTED:global:prototype:1.0 ; 2 ; 5 ; 5 ; 6 ; 129314, 41270, 22631, 50809, 94456, 41615
240 ; RESERVED:CONDITION:INSERTED:global:sheq:2.0 , RESERVED:CONDITION:INSERTED:global:typeof:2.0 ; 2 ; 4 ; 4 ; 5 ; 58579, 59909, 82900, 83655, 42127
241 ; RESERVED:STATEMENT:INSERTED:global:return:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:return:1.0 ; 3 ; 4 ; 5 ; 6 ; 20720, 42688, 63315, 102756, 46839, 61327
242 ; RESERVED:ASSIGNMENT_LHS:INSERTED:global:this:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:null:1.0 ; 2 ; 2 ; 3 ; 6 ; 43360, 95539, 105671, 40555, 114444, 105647
243 ; RESERVED:ASSIGNMENT_LHS:INSERTED:global:this:1.0 , RESERVED:ARGUMENT:INSERTED:global:this:1.0 ; 2 ; 4 ; 5 ; 6 ; 14416, 30321, 47187, 108247, 17175, 111549
244 ; RESERVED:STATEMENT:INSERTED:global:return:1.0 , RESERVED:CONDITION:INSERTED:global:typeof:1.0 ; 2 ; 4 ; 5 ; 5 ; 51970, 37241, 77720, 16974, 59471
245 ; RESERVED:ASSIGNMENT_LHS:INSERTED:global:callback:1.0 ; 1 ; 4 ; 3 ; 5 ; 6961, 54770, 8502, 111805, 7101
246 ; RESERVED:CONDITION:INSERTED:global:falsey:2.0 , RESERVED:CONDITION:REMOVED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 3 ; 1 ; 4 ; 5 ; 60516, 128541, 54541, 113375, 120815
247 ; RESERVED:CONDITION:INSERTED:global:eq:1.0 , RESERVED:STATEMENT:INSERTED:global:var:1.0 ; 2 ; 3 ; 4 ; 5 ; 58193, 68499, 70499, 46163, 88295
248 ; RESERVED:ARGUMENT:INSERTED:global:true:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 2 ; 2 ; 3 ; 5 ; 127521, 130161, 5473, 114843, 59567
249 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:CONDITION:INSERTED:global:null:1.0 , RESERVED:CONDITION:INSERTED:global:typeof:1.0 ; 3 ; 2 ; 5 ; 5 ; 79856, 27204, 75829, 129446, 87357
250 ; RESERVED:ASSIGNMENT_RHS:REMOVED:global:null:2.0 ; 1 ; 1 ; 4 ; 5 ; 123888, 93124, 45286, 117737, 12924
251 ; RESERVED:CONDITION:INSERTED:global:false:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 3 ; 1 ; 2 ; 5 ; 44453, 44489, 44603, 44619, 82558
252 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:CONDITION:UPDATED:global:falsey:1.0 ; 2 ; 4 ; 5 ; 5 ; 93267, 62472, 59738, 83373, 62815
253 ; RESERVED:CONDITION:INSERTED:global:eq:1.0 , RESERVED:STATEMENT:UPDATED:global:return:1.0 ; 2 ; 1 ; 4 ; 5 ; 129553, 83540, 77832, 58906, 58908
254 ; RESERVED:ASSIGNMENT_LHS:REMOVED:global:this:1.0 ; 1 ; 4 ; 4 ; 5 ; 101218, 76471, 111591, 101880, 94507
