ClusterID; BCTs; BasicChanges; Complexity; ProjectCount; Instances; ContainsInstances
40 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:CONDITION:REMOVED:global:eq:1.0 ; 2 ; 1 ; 17 ; 31 ; 123847, 26631, 35788, 35918, 91982, 95888, 129173, 98646, 105947, 36446, 60832, 95778, 41060, 9066, 135401, 19885, 81260, 139631, 121390, 81264, 139632, 111861, 14389, 33269, 38454, 37175, 53370, 111994, 119997, 42686, 97983
41 ; RESERVED:ASSIGNMENT_RHS:INSERTED:global:true:1.0 , RESERVED:STATEMENT:UPDATED:global:new:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 3 ; 1 ; 6 ; 8 ; 4497, 115108, 49206, 111159, 16583, 109465, 76123, 106106
42 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:CONDITION:INSERTED:global:callback:1.0 ; 2 ; 1 ; 5 ; 8 ; 40576, 52210, 53187, 120530, 107015, 116682, 106125, 125213
43 ; RESERVED:ARGUMENT:REMOVED:global:error:1.0 ; 1 ; 2 ; 13 ; 31 ; 89024, 57733, 113095, 95494, 109897, 110664, 101067, 108366, 87893, 88148, 58071, 75158, 10072, 15576, 102169, 80728, 93595, 26524, 107360, 93346, 14759, 109929, 86632, 95978, 108013, 14574, 94899, 98103, 18167, 80569, 15294
44 ; RESERVED:ASSIGNMENT_RHS:INSERTED:global:true:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 1 ; 19 ; 33 ; 8832, 60419, 71301, 82184, 94666, 34382, 119759, 92622, 111246, 27408, 42705, 81043, 74388, 96660, 129560, 52122, 56794, 91290, 42462, 89569, 98848, 82916, 56614, 53223, 83881, 129257, 106221, 66988, 115052, 115765, 117237, 53175, 58041
45 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:var:2.0 ; 2 ; 4 ; 7 ; 9 ; 106288, 109010, 136581, 62617, 88808, 109003, 13854, 94670, 109006
46 ; RESERVED:STATEMENT:REMOVED:global:return:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:CONDITION:REMOVED:global:falsey:1.0 ; 3 ; 3 ; 6 ; 6 ; 78310, 106408, 119677, 139228, 32047, 55055
47 ; RESERVED:ARGUMENT:INSERTED:global:this:1.0 ; 1 ; 1 ; 23 ; 39 ; 129283, 35909, 25415, 24840, 113803, 23119, 95950, 88209, 12883, 99154, 51860, 67029, 102359, 68630, 35545, 80988, 56030, 55712, 54753, 106467, 109861, 122533, 129703, 98920, 111720, 12587, 15275, 62316, 71855, 124342, 12665, 54329, 102904, 24954, 102586, 98813, 109245, 36031, 94142
48 ; RESERVED:CONDITION:INSERTED:global:falsey:2.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 3 ; 21 ; 36 ; 120897, 4034, 20995, 106500, 126084, 9286, 128647, 136389, 128586, 136078, 12622, 103310, 54487, 134111, 84062, 84065, 133346, 69536, 76002, 84068, 119140, 114278, 65128, 72809, 98537, 13417, 45676, 98161, 45685, 126260, 26294, 124982, 82811, 87421, 87422, 121534
49 ; RESERVED:CONDITION:REMOVED:global:falsey:2.0 ; 1 ; 2 ; 26 ; 50 ; 84737, 74373, 19334, 106506, 127114, 126478, 23194, 139160, 52252, 97437, 136607, 97698, 59817, 75944, 116651, 101807, 31535, 72238, 28212, 120885, 72244, 121271, 65463, 131381, 133187, 84418, 57157, 134981, 34381, 98380, 121036, 102608, 122704, 130384, 6101, 55000, 77533, 106847, 66910, 90718, 58849, 30695, 72938, 127210, 99055, 20851, 121973, 80758, 98043, 42492
50 ; RESERVED:ASSIGNMENT_RHS:REMOVED:global:this:1.0 ; 1 ; 1 ; 9 ; 10 ; 79953, 27441, 22018, 60739, 68196, 109767, 86969, 30763, 14589, 108911
51 ; RESERVED:CONDITION:INSERTED:global:eq:1.0 , RESERVED:CONDITION:INSERTED:global:typeof:1.0 ; 2 ; 1 ; 16 ; 28 ; 113479, 113734, 86856, 96264, 80721, 21781, 79769, 87256, 83805, 80604, 106591, 6369, 131047, 129446, 130982, 23464, 131432, 135726, 19886, 52148, 132212, 86966, 33272, 113339, 137022, 16317, 43645, 90046
52 ; RESERVED:ARGUMENT:REMOVED:global:this:1.0 ; 1 ; 1 ; 22 ; 43 ; 95808, 129280, 129346, 129285, 12485, 69958, 14920, 100875, 128523, 21708, 89164, 66580, 102356, 128791, 5847, 40664, 106649, 111193, 57817, 38554, 15196, 43933, 60893, 12834, 106787, 67045, 113061, 41766, 35944, 28459, 110122, 32814, 59758, 99631, 129327, 130992, 23283, 26675, 53496, 124794, 66557, 89148, 54783
53 ; RESERVED:ASSIGNMENT_RHS:INSERTED:global:false:1.0 ; 1 ; 1 ; 31 ; 75 ; 38656, 106753, 29569, 64769, 64770, 67202, 70405, 72964, 75780, 9223, 114441, 118411, 57870, 31247, 61199, 93845, 47512, 23707, 74650, 107546, 133020, 113570, 67495, 101415, 423, 94888, 23210, 55850, 57003, 9644, 54828, 62125, 125996, 3887, 82606, 36914, 74293, 72758, 49855, 132928, 90949, 76743, 15943, 67270, 25675, 67277, 29389, 24142, 115535, 8402, 127571, 128083, 39891, 79954, 72023, 123994, 56670, 98783, 6242, 128739, 70498, 16365, 36721, 9074, 55541, 116087, 24440, 60153, 75896, 47610, 38779, 102141, 58238, 11007, 15615
54 ; FIELD:ASSIGNMENT_LHS:INSERTED:global:prototype:1.0 ; 1 ; 3 ; 29 ; 94 ; 66048, 118917, 42502, 82955, 106763, 72202, 108298, 64268, 129804, 52366, 60431, 55313, 27923, 48788, 56596, 65428, 35221, 38421, 64406, 115481, 107291, 59547, 38429, 87964, 34207, 38308, 116521, 39849, 118184, 118314, 34221, 37166, 82351, 51631, 16817, 132531, 132915, 32818, 37170, 20276, 23988, 82612, 116788, 40630, 55350, 122425, 110776, 34108, 59324, 50877, 86592, 34499, 124482, 132548, 23753, 37321, 72267, 60363, 113612, 116684, 61007, 16848, 53968, 51411, 55381, 34007, 118872, 48732, 93533, 24158, 119519, 61029, 69348, 66407, 87527, 17895, 72166, 48360, 60393, 111723, 130410, 24813, 111596, 40815, 116462, 37104, 113651, 51700, 51832, 39289, 25725, 66044, 91772, 37630
55 ; RESERVED:CONDITION:REMOVED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 2 ; 18 ; 30 ; 26624, 119169, 117507, 52803, 67842, 102919, 123080, 7883, 135564, 136658, 21650, 106834, 18836, 133718, 67863, 69789, 606, 17950, 120990, 134819, 68066, 113962, 113964, 101873, 78832, 135859, 108985, 13374, 65023, 117310
56 ; RESERVED:ARGUMENT:INSERTED:global:error:1.0 ; 1 ; 1 ; 17 ; 25 ; 11648, 86593, 962, 120515, 111426, 11780, 93254, 106890, 52303, 14800, 36055, 66393, 24924, 8990, 93406, 87713, 107362, 112098, 124005, 101670, 46448, 37105, 94583, 16827, 31805
57 ; RESERVED:ARGUMENT:INSERTED:global:null:2.0 ; 1 ; 1 ; 5 ; 6 ; 125617, 37030, 97639, 37112, 106954, 12494
58 ; RESERVED:METHOD_CALL:INSERTED:global:this:1.0 ; 1 ; 1 ; 32 ; 126 ; 14080, 39681, 32003, 13317, 42245, 46854, 111110, 12560, 44305, 47889, 29977, 41757, 13349, 51237, 38443, 39724, 107054, 12592, 108851, 23092, 59444, 28984, 14650, 28477, 79935, 28991, 40511, 31296, 31556, 40516, 55108, 101706, 48716, 55116, 49998, 108369, 55385, 12379, 29020, 68191, 75363, 28261, 40294, 23406, 23152, 102515, 48500, 51572, 55156, 103032, 12666, 50299, 34686, 25728, 34176, 62596, 42886, 38535, 61831, 110982, 42632, 57993, 122760, 55179, 122765, 38541, 56717, 122764, 65422, 8336, 26772, 36759, 39064, 22173, 41118, 14751, 29089, 35234, 22951, 7336, 47785, 47283, 13237, 113847, 17080, 67513, 112825, 54971, 67514, 29885, 108732, 35262, 64959, 27842, 5829, 75204, 83143, 68552, 112072, 99018, 133068, 120270, 39123, 60884, 37079, 15322, 49626, 27867, 27868, 35548, 39900, 16094, 99039, 111583, 22239, 55007, 14048, 93152, 47588, 108776, 20463, 131054, 35825, 62454, 122363, 55807
59 ; RESERVED:METHOD_CALL:INSERTED:global:this:2.0 ; 1 ; 2 ; 12 ; 20 ; 27136, 28229, 35269, 37029, 14022, 98055, 13607, 14631, 88486, 45067, 33069, 83630, 48400, 53491, 13082, 28828, 99068, 27134, 29598, 40286
60 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:return:1.0 ; 2 ; 1 ; 26 ; 58 ; 21888, 51842, 16771, 130949, 133765, 58894, 83343, 97038, 27415, 82840, 45978, 117530, 113309, 52639, 83874, 116261, 59173, 102695, 118827, 112810, 130861, 67120, 125492, 125876, 130871, 26295, 7611, 73661, 129341, 74817, 98883, 125762, 64836, 87236, 81991, 125382, 25934, 27598, 38990, 84431, 130771, 21336, 24155, 4316, 27358, 98143, 80099, 125795, 107106, 125540, 125927, 108523, 27629, 125431, 98296, 125048, 133886, 45565
61 ; RESERVED:ASSIGNMENT_RHS:REMOVED:global:true:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:false:1.0 ; 2 ; 1 ; 12 ; 22 ; 68512, 12483, 12835, 7461, 76841, 49035, 98026, 35820, 102224, 107120, 113938, 73782, 35544, 86169, 107129, 10459, 76890, 113082, 113178, 7165, 52926, 70014
62 ; FIELD:ASSIGNMENT_LHS:REMOVED:global:prototype:1.0 ; 1 ; 5 ; 9 ; 9 ; 40112, 14646, 138330, 50441, 87144, 24219, 56283, 107130, 82492
63 ; METHOD:METHOD_CALL:INSERTED:global:forEach:1.0 ; 1 ; 4 ; 12 ; 16 ; 50560, 64610, 9508, 83207, 118726, 19019, 26347, 133324, 115217, 76464, 53621, 99543, 28152, 107256, 76893, 117565
64 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:STATEMENT:INSERTED:global:return:1.0 ; 2 ; 2 ; 18 ; 29 ; 91584, 7556, 124357, 119428, 38214, 126662, 14344, 129162, 15182, 31634, 88084, 114137, 63519, 73955, 100963, 126181, 26277, 87463, 119143, 46184, 130539, 119148, 123311, 87410, 17332, 107381, 52091, 57341, 91583
65 ; RESERVED:CONDITION:INSERTED:global:eq:1.0 , RESERVED:CONDITION:REMOVED:global:sheq:1.0 ; 2 ; 1 ; 9 ; 18 ; 66209, 87938, 110082, 87941, 108612, 110825, 12906, 130443, 32045, 88812, 86895, 107759, 12944, 88881, 87152, 110650, 21724, 95295
66 ; RESERVED:STATEMENT:INSERTED:global:var:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:return:1.0 ; 3 ; 3 ; 7 ; 9 ; 108097, 115522, 58470, 74791, 125526, 75576, 24139, 131326, 46445
67 ; RESERVED:CONDITION:INSERTED:global:eq:1.0 ; 1 ; 1 ; 20 ; 62 ; 101763, 75268, 87684, 109319, 5767, 68486, 82953, 76424, 82312, 7434, 95498, 44300, 100621, 88208, 66965, 7319, 7451, 136860, 38943, 68510, 108194, 69285, 69541, 39851, 74922, 109741, 73518, 84533, 81590, 67258, 85308, 110783, 69694, 73534, 131523, 87621, 5575, 132426, 42697, 110024, 28503, 6362, 69979, 17243, 66785, 13025, 66789, 76005, 8678, 118118, 84970, 137583, 4974, 44398, 87918, 45424, 108400, 68339, 131440, 132340, 73211, 65276
68 ; RESERVED:CONDITION:INSERTED:global:falsey:2.0 , RESERVED:CONDITION:REMOVED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 3 ; 1 ; 5 ; 7 ; 130306, 138132, 53720, 64440, 108202, 124698, 137295
69 ; RESERVED:CONDITION:INSERTED:global:falsey:6.0 ; 1 ; 2 ; 5 ; 5 ; 130657, 63076, 108213, 135015, 123783
70 ; RESERVED:ASSIGNMENT_RHS:REMOVED:global:this:1.0 , RESERVED:STATEMENT:REMOVED:global:var:1.0 ; 2 ; 1 ; 7 ; 7 ; 28272, 110274, 7380, 108263, 46024, 51833, 59788
71 ; RESERVED:CONDITION:INSERTED:global:eq:1.0 , RESERVED:STATEMENT:INSERTED:global:return:1.0 ; 2 ; 2 ; 6 ; 6 ; 38456, 79515, 43867, 108266, 19197, 135404
72 ; METHOD:METHOD_CALL:REMOVED:global:forEach:1.0 ; 1 ; 3 ; 6 ; 6 ; 71264, 7746, 108307, 6342, 19931, 33439
73 ; METHOD:METHOD_CALL:INSERTED:global:String:1.0 ; 1 ; 1 ; 5 ; 7 ; 108354, 109220, 27642, 48060, 38557, 108348, 136237
74 ; RESERVED:CONDITION:INSERTED:global:eq:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 2 ; 6 ; 9 ; 39184, 137219, 132464, 138838, 46120, 108412, 83887, 131485, 131613
75 ; RESERVED:CONDITION:INSERTED:global:undefined:1.0 , RESERVED:CONDITION:INSERTED:global:typeof:1.0 ; 2 ; 1 ; 21 ; 36 ; 108417, 33155, 19844, 10633, 62922, 18955, 52364, 69331, 132501, 64349, 111900, 59678, 11231, 87585, 64801, 87456, 118688, 47907, 64355, 94242, 110309, 12453, 70315, 55148, 10416, 24624, 10674, 71730, 130226, 109812, 130036, 74806, 12280, 25147, 58814, 43071
76 ; METHOD:METHOD_CALL:REMOVED:global:toLowerCase:1.0 ; 1 ; 1 ; 4 ; 6 ; 113232, 108498, 52089, 13947, 113228, 129311
77 ; RESERVED:STATEMENT:INSERTED:global:return:1.0 , RESERVED:STATEMENT:INSERTED:global:var:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 3 ; 5 ; 8 ; 9 ; 13984, 108563, 130659, 65075, 47333, 5334, 35258, 125469, 64062
78 ; CLASS:METHOD_CALL:INSERTED:global:Array:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 2 ; 1 ; 6 ; 10 ; 118242, 33700, 108741, 124549, 26279, 93707, 111451, 98266, 24573, 97276
79 ; METHOD:METHOD_CALL:INSERTED:global:match:1.0 ; 1 ; 1 ; 4 ; 5 ; 57008, 109025, 63847, 86521, 110190
80 ; FIELD:ASSIGNMENT_RHS:INSERTED:global:prototype:1.0 , FIELD:ASSIGNMENT_LHS:INSERTED:global:prototype:1.0 ; 2 ; 1 ; 6 ; 6 ; 56245, 35879, 79928, 109083, 139432, 38559
81 ; RESERVED:ASSIGNMENT_LHS:INSERTED:global:this:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:true:1.0 ; 2 ; 1 ; 7 ; 11 ; 62704, 56289, 39938, 35894, 55128, 68072, 40138, 56282, 115483, 109402, 35612
82 ; RESERVED:ASSIGNMENT_RHS:INSERTED:global:true:2.0 ; 1 ; 1 ; 24 ; 41 ; 13571, 134145, 133831, 24518, 50886, 24327, 60231, 74376, 3787, 92941, 24205, 90252, 46095, 52113, 11988, 62168, 68569, 94169, 9178, 48605, 84255, 114270, 42848, 3809, 24354, 95266, 24228, 63717, 117799, 48872, 109419, 60396, 115884, 109423, 33391, 7664, 93109, 22073, 4092, 133759, 98814
83 ; RESERVED:ASSIGNMENT_RHS:INSERTED:global:false:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 1 ; 14 ; 18 ; 91648, 50916, 91908, 83462, 132997, 55855, 92334, 126382, 44752, 4882, 9907, 68690, 36725, 2874, 49020, 83293, 91229, 109502
84 ; RESERVED:STATEMENT:INSERTED:global:return:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:2.0 ; 2 ; 2 ; 10 ; 13 ; 97088, 97952, 109573, 64997, 132844, 12496, 132849, 36760, 67512, 124984, 26236, 14398, 8831
85 ; RESERVED:METHOD_CALL:INSERTED:global:this:1.0 , FIELD:ASSIGNMENT_LHS:INSERTED:global:prototype:1.0 ; 2 ; 4 ; 7 ; 8 ; 64530, 110819, 34227, 133067, 27197, 40190, 109599, 134413
86 ; RESERVED:ASSIGNMENT_RHS:REMOVED:global:null:1.0 ; 1 ; 1 ; 12 ; 14 ; 56832, 117221, 128900, 113769, 109640, 14923, 71633, 87824, 127539, 95924, 13879, 86616, 7898, 55419
87 ; RESERVED:ASSIGNMENT_LHS:INSERTED:global:this:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 2 ; 2 ; 5 ; 6 ; 31284, 109643, 100426, 91500, 109644, 12750
88 ; RESERVED:ASSIGNMENT_RHS:INSERTED:global:true:3.0 ; 1 ; 2 ; 7 ; 8 ; 43142, 109975, 1400, 114313, 72427, 101691, 133225, 29532
89 ; RESERVED:CONDITION:REMOVED:global:typeof:1.0 , RESERVED:CONDITION:REMOVED:global:sheq:1.0 ; 2 ; 1 ; 14 ; 16 ; 24803, 62788, 109989, 60165, 17927, 76109, 20112, 34388, 121332, 95448, 33818, 38138, 21211, 40573, 69436, 100446
90 ; RESERVED:ARGUMENT:INSERTED:global:true:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 2 ; 7 ; 8 ; 131283, 52690, 103123, 139073, 72853, 46104, 110089, 76557
91 ; RESERVED:CONDITION:REMOVED:global:eq:1.0 ; 1 ; 2 ; 11 ; 15 ; 137058, 68837, 76421, 131593, 101933, 45327, 73168, 54962, 45396, 66772, 58262, 110102, 132283, 84732, 65790
92 ; METHOD:METHOD_CALL:REMOVED:global:unshift:1.0 ; 1 ; 1 ; 5 ; 7 ; 96341, 110116, 110121, 117784, 85179, 110124, 121772
93 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:CONDITION:REMOVED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 3 ; 3 ; 14 ; 25 ; 110144, 136903, 46919, 33801, 137483, 25808, 132242, 131670, 62741, 129688, 78683, 135064, 136984, 30683, 135524, 58729, 66925, 73709, 129580, 110575, 13557, 127927, 136501, 46205, 133884
94 ; RESERVED:STATEMENT:INSERTED:global:var:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:3.0 ; 2 ; 2 ; 5 ; 5 ; 126487, 97144, 55276, 64525, 110206
95 ; FIELD:ASSIGNMENT_RHS:REMOVED:global:length:1.0 ; 1 ; 1 ; 6 ; 6 ; 68195, 116884, 78391, 56557, 110223, 135469
96 ; METHOD:METHOD_CALL:REMOVED:global:replace:1.0 ; 1 ; 1 ; 11 ; 16 ; 84960, 128160, 98020, 124455, 33640, 48680, 125384, 28938, 78128, 80023, 116919, 14905, 21307, 25148, 118045, 28638
97 ; RESERVED:STATEMENT:REMOVED:global:return:1.0 , RESERVED:STATEMENT:INSERTED:global:return:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 3 ; 3 ; 15 ; 21 ; 76545, 46657, 1634, 99877, 59333, 45030, 66023, 87366, 117544, 124010, 66380, 128496, 76178, 110356, 65494, 131291, 1530, 84027, 131167, 139071, 70046
98 ; METHOD:METHOD_CALL:INSERTED:global:unshift:1.0 ; 1 ; 1 ; 2 ; 6 ; 110592, 111093, 111893, 110710, 124056, 124650
99 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 2 ; 14 ; 26 ; 128640, 120323, 127875, 93378, 30986, 93452, 129999, 110612, 115351, 71254, 17113, 1562, 56155, 55516, 78173, 126685, 66022, 68969, 128492, 28593, 42994, 125365, 90295, 17015, 57527, 9976
100 ; METHOD:METHOD_CALL:INSERTED:global:bind:1.0 ; 1 ; 2 ; 11 ; 18 ; 26304, 99392, 39587, 122725, 34854, 40454, 33001, 23019, 36171, 34860, 31599, 125461, 63318, 37593, 110621, 13118, 85055, 125822
101 ; RESERVED:STATEMENT:INSERTED:global:var:1.0 , RESERVED:ASSIGNMENT_RHS:INSERTED:global:this:1.0 ; 2 ; 1 ; 7 ; 13 ; 101926, 96105, 24907, 30701, 65964, 69582, 98065, 30003, 114290, 69654, 41400, 110712, 102143
102 ; RESERVED:ASSIGNMENT_RHS:INSERTED:global:false:2.0 ; 1 ; 1 ; 7 ; 9 ; 127009, 90947, 1176, 62121, 65305, 3067, 60027, 93823, 75774
103 ; METHOD:METHOD_CALL:INSERTED:global:replace:1.0 ; 1 ; 1 ; 28 ; 76 ; 44290, 110723, 115205, 80265, 127112, 102667, 21387, 7311, 139405, 25744, 58257, 13972, 18580, 125205, 86164, 79766, 9496, 138267, 113691, 83869, 61600, 80293, 57640, 80680, 29099, 76330, 6317, 80556, 59310, 116398, 127923, 78258, 120757, 25141, 125495, 75577, 25273, 124735, 112574, 76353, 83137, 74176, 83008, 3781, 51019, 25932, 28237, 62285, 88012, 78675, 24915, 88018, 130898, 87767, 79960, 126683, 79459, 76386, 86503, 130026, 114157, 16751, 43760, 26737, 28146, 28404, 49399, 63735, 126969, 128123, 25595, 112634, 118268, 25598, 35455, 127614
104 ; RESERVED:ARGUMENT:INSERTED:global:null:1.0 , RESERVED:STATEMENT:UPDATED:global:return:1.0 ; 2 ; 1 ; 10 ; 13 ; 20704, 139008, 76194, 122085, 101518, 68148, 118292, 64279, 72632, 123864, 125949, 18846, 110814
105 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:CONDITION:REMOVED:global:falsey:2.0 ; 2 ; 2 ; 7 ; 9 ; 117521, 137616, 16003, 110967, 125672, 54202, 125211, 4171, 119727
106 ; RESERVED:ASSIGNMENT_RHS:REMOVED:global:true:1.0 , RESERVED:ASSIGNMENT_RHS:REMOVED:global:false:1.0 ; 2 ; 1 ; 5 ; 6 ; 688, 70704, 68836, 110969, 62171, 110974
107 ; FIELD:ASSIGNMENT_LHS:REMOVED:global:prototype:1.0 ; 1 ; 1 ; 6 ; 6 ; 7570, 40611, 115510, 111673, 17726, 63775
108 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:STATEMENT:INSERTED:global:return:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 3 ; 2 ; 3 ; 6 ; 60224, 57170, 111975, 128599, 121640, 128984
109 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , METHOD:METHOD_CALL:INSERTED:global:indexOf:1.0 ; 2 ; 1 ; 9 ; 10 ; 116801, 58242, 112003, 60533, 75812, 131191, 75368, 118172, 22974, 38543
110 ; RESERVED:CONDITION:REMOVED:global:typeof:1.0 ; 1 ; 1 ; 4 ; 6 ; 139282, 78864, 78547, 112169, 127722, 139326
111 ; RESERVED:STATEMENT:INSERTED:global:var:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:STATEMENT:REMOVED:global:var:1.0 ; 3 ; 3 ; 11 ; 14 ; 24192, 112291, 132455, 128326, 102347, 21709, 67535, 66190, 120430, 62192, 40658, 57042, 71417, 119646
112 ; RESERVED:CONDITION:REMOVED:global:error:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:CONDITION:INSERTED:global:error:1.0 , RESERVED:CONDITION:REMOVED:global:falsey:1.0 ; 4 ; 1 ; 4 ; 5 ; 30689, 25778, 56627, 112354, 97706
113 ; RESERVED:ARGUMENT:INSERTED:global:true:1.0 ; 1 ; 1 ; 23 ; 34 ; 16256, 134082, 72197, 117764, 78343, 85254, 112520, 128584, 80203, 97678, 51536, 120786, 125332, 65240, 55196, 76317, 58463, 123550, 27108, 46886, 117031, 44071, 137194, 134379, 93930, 127087, 53359, 102323, 34035, 34547, 129202, 56117, 56183, 114168
114 ; RESERVED:CONDITION:REMOVED:global:typeof:1.0 , RESERVED:CONDITION:REMOVED:global:undefined:1.0 ; 2 ; 1 ; 7 ; 9 ; 131906, 112693, 89367, 124215, 134932, 90454, 98534, 117369, 30731
115 ; RESERVED:STATEMENT:UPDATED:global:return:1.0 , METHOD:METHOD_CALL:INSERTED:global:replace:1.0 ; 2 ; 1 ; 14 ; 22 ; 130883, 21924, 31780, 87079, 78278, 71785, 131562, 83880, 5323, 83690, 63180, 76974, 68241, 63157, 112823, 12727, 133813, 76061, 130015, 27231, 78366, 139133
116 ; METHOD:METHOD_CALL:INSERTED:global:exec:1.0 ; 1 ; 1 ; 5 ; 15 ; 71521, 113345, 112995, 112904, 113101, 112908, 93456, 112883, 118901, 112856, 54650, 112827, 113307, 112863, 112894
117 ; METHOD:METHOD_CALL:INSERTED:global:push:1.0 ; 1 ; 1 ; 13 ; 26 ; 136003, 138816, 50247, 133707, 32075, 85194, 78285, 7066, 138648, 15458, 86307, 65319, 124011, 81194, 135529, 135279, 136563, 125812, 72503, 125815, 125814, 36537, 102395, 127930, 112957, 70012
118 ; RESERVED:CONDITION:REMOVED:global:falsey:1.0 , RESERVED:CONDITION:INSERTED:global:null:1.0 , RESERVED:CONDITION:INSERTED:global:typeof:1.0 ; 3 ; 1 ; 6 ; 8 ; 136642, 72931, 60675, 129672, 59453, 113132, 132700, 94574
119 ; RESERVED:ASSIGNMENT_RHS:INSERTED:global:true:2.0 , RESERVED:STATEMENT:UPDATED:global:var:1.0 ; 2 ; 1 ; 5 ; 5 ; 16922, 58251, 67165, 3390, 93135
120 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:STATEMENT:INSERTED:global:new:1.0 , RESERVED:CONDITION:INSERTED:global:typeof:1.0 ; 3 ; 2 ; 9 ; 12 ; 38241, 113280, 128307, 24963, 35524, 40024, 71976, 20826, 29978, 75788, 60766, 127358
121 ; RESERVED:METHOD_CALL:REMOVED:global:this:2.0 ; 1 ; 2 ; 5 ; 6 ; 7857, 40596, 28218, 15197, 122860, 71279
122 ; METHOD:METHOD_CALL:INSERTED:global:call:1.0 ; 1 ; 1 ; 4 ; 5 ; 30648, 113561, 64762, 108540, 128860
123 ; FIELD:EXPRESSION:INSERTED:global:length:1.0 ; 1 ; 2 ; 10 ; 13 ; 15200, 46656, 72128, 21827, 124706, 21834, 72138, 34224, 68016, 26232, 84184, 2811, 13148
124 ; RESERVED:CONDITION:REMOVED:global:sheq:1.0 ; 1 ; 1 ; 22 ; 45 ; 9793, 14337, 127744, 117379, 124613, 113801, 126664, 62667, 129482, 130250, 50509, 72396, 76750, 56977, 58833, 49490, 16340, 59351, 30104, 87000, 139099, 97370, 126362, 134937, 9566, 96286, 81120, 35619, 73954, 119970, 116647, 76777, 94313, 123368, 120619, 27820, 13936, 36976, 82038, 126713, 126648, 69307, 125754, 121023, 68798
125 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , RESERVED:CONDITION:REMOVED:global:falsey:1.0 , RESERVED:STATEMENT:UPDATED:global:return:1.0 ; 3 ; 1 ; 7 ; 9 ; 114048, 59874, 65490, 119239, 97766, 126024, 131230, 133967, 135277
126 ; RESERVED:METHOD_CALL:REMOVED:global:error:1.0 ; 1 ; 1 ; 5 ; 14 ; 73408, 70402, 99175, 121288, 68778, 114698, 71149, 123987, 117783, 125720, 61180, 95901, 123455, 127134
127 ; RESERVED:CONDITION:REMOVED:global:sheq:2.0 ; 1 ; 1 ; 6 ; 6 ; 70609, 119493, 81403, 135081, 61198, 114734
128 ; RESERVED:CONDITION:INSERTED:global:sheq:1.0 , RESERVED:CONDITION:INSERTED:global:falsey:1.0 ; 2 ; 1 ; 11 ; 13 ; 42948, 8325, 30120, 115053, 127991, 47255, 115384, 64538, 18847, 22943, 75806, 102398, 127966
129 ; RESERVED:CONDITION:INSERTED:global:falsey:1.0 , METHOD:METHOD_CALL:INSERTED:global:isNaN:1.0 ; 2 ; 1 ; 5 ; 6 ; 27826, 115097, 53706, 54590, 27823, 73662
