ID,ProjectID,CommitURL,BuggyCommitID,RepairedCommitID,Class,Method,ModifiedStatements,FIELD:CONDITION:INSERTED:global:status,RESERVED:STATEMENT:INSERTED:global:try,RESERVED:CONDITION:INSERTED:global:falsey,RESERVED:CONDITION:UPDATED:global:falsey,RESERVED:CONDITION:REMOVED:global:falsey,RESERVED:CONDITION:REMOVED:global:typeof,RESERVED:CONDITION:INSERTED:global:typeof,RESERVED:CONDITION:REMOVED:global:false,RESERVED:CONDITION:INSERTED:global:false,RESERVED:CONDITION:REMOVED:global:sheq,RESERVED:CONDITION:INSERTED:global:sheq,RESERVED:CONDITION:REMOVED:global:null,FIELD:CONDITION:INSERTED:global:length,RESERVED:CONDITION:REMOVED:global:true,RESERVED:CONDITION:INSERTED:global:true,RESERVED:EXCEPTION_CATCH:INSERTED:global:error,RESERVED:METHOD_CALL:INSERTED:global:error,RESERVED:CONDITION:INSERTED:global:error,RESERVED:METHOD_CALL:REMOVED:global:error,RESERVED:CONDITION:REMOVED:global:error,RESERVED:STATEMENT:UPDATED:global:new,RESERVED:STATEMENT:INSERTED:global:new,RESERVED:ARGUMENT:INSERTED:global:callback,FIELD:CONDITION:INSERTED:global:message,RESERVED:CONDITION:REMOVED:global:eq,METHOD:METHOD_CALL:REMOVED:global:isNaN,RESERVED:CONDITION:REMOVED:global:undefined,RESERVED:CONDITION:INSERTED:global:undefined,RESERVED:STATEMENT:INSERTED:global:var,RESERVED:STATEMENT:UPDATED:global:var,RESERVED:STATEMENT:INSERTED:global:return,RESERVED:CONDITION:INSERTED:global:return
4411,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/3cd81103c89210c441f94227ae1517d5e3233079,ec603c5f113319ffb4c870f683a6f5688a8ae6d6,3cd81103c89210c441f94227ae1517d5e3233079,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3957,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/40c0dd03d1a3fb5895c6a3f8ed4918d6e8968713,64976ba3200f807cb1ffd7d65e37aed5e6a78d0a,40c0dd03d1a3fb5895c6a3f8ed4918d6e8968713,'\'ClassNA\'','\'MethodNA\'','?',0.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4380,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/40d2272bda65709600d265e1fddc396e456f7584,f8527d602ec430edb3b1a625260e455e83d10da3,40d2272bda65709600d265e1fddc396e456f7584,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4403,OTHER,pm2,https://github.com/Unitech/pm2/commit/438d81938b2a9ec129b1ea708a9ff469f805ffb9,91f46f5c6c2a7e7161f26f689d52a7bd5233cb3c,438d81938b2a9ec129b1ea708a9ff469f805ffb9,'\'ClassNA\'','\'MethodNA\'','?',0.6,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4496,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/4e579a76b80334147f581b3929d7b7629079d9d9,a1ea26f058c3af8651303828e9b296e83b74befc,4e579a76b80334147f581b3929d7b7629079d9d9,'\'ClassNA\'','\'MethodNA\'','?',0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4969,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/5ee8e01a0c960b7514efef407c89a2fb13d262b7,f1dd2e813c7a36e0fd148daa47d412dee040806d,5ee8e01a0c960b7514efef407c89a2fb13d262b7,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4863,OTHER,pm2,https://github.com/Unitech/pm2/commit/6c4a6ff3fde2bbb5197dc93b7cf71966b1c1e34f,9f66738c19700275ddfd1a75cdd9297cd231c284,6c4a6ff3fde2bbb5197dc93b7cf71966b1c1e34f,'\'ClassNA\'','\'MethodNA\'','?',1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5016,OTHER,pm2,https://github.com/Unitech/pm2/commit/77ede030e82f340a3b63a60b92dc2f01310cee07,0c1fa8b51d594316c3ac43340354d21499af84d6,77ede030e82f340a3b63a60b92dc2f01310cee07,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4959,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/7cd1971adafd702ca49a46d93d3b7083612e2052,7736c2940e4b6cd2e18806a950728d477e54c426,7cd1971adafd702ca49a46d93d3b7083612e2052,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5705,OTHER,pm2,https://github.com/Unitech/pm2/commit/9057024b72ca4fc16301427b71d8377b1b631a8c,c157d980e1a507850ab845fb1c6989480227f13d,9057024b72ca4fc16301427b71d8377b1b631a8c,'\'ClassNA\'','\'MethodNA\'','?',0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4776,OTHER,pm2,https://github.com/Unitech/pm2/commit/c0143cc5dae29758f44988c5fd9d160cf9d7922e,197781ed57e24063403e3f06d13b94b16ef08ab4,c0143cc5dae29758f44988c5fd9d160cf9d7922e,'\'ClassNA\'','\'MethodNA\'','?',0.4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3724,OTHER,pm2,https://github.com/Unitech/pm2/commit/c4aecc829c1fd5e8ec922eca4cbf7a57201bafe3,13f716c1590c5d207405201baebae4286b466d54,c4aecc829c1fd5e8ec922eca4cbf7a57201bafe3,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3600,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/d59e700da07fb2c76980eea80482804018d3b2c6,6722f7ee03dff9489000d68616987e5d7638f15c,d59e700da07fb2c76980eea80482804018d3b2c6,'\'ClassNA\'','\'MethodNA\'','?',0.2,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
5517,OTHER,pm2,https://github.com/Unitech/pm2/commit/d664d7ecda1117a134f39e99da816e3ef997f123,47020c7d89aebf51cd43a5c674c5277d9c544bac,d664d7ecda1117a134f39e99da816e3ef997f123,'\'ClassNA\'','\'MethodNA\'','?',0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4841,OTHER,pm2,https://github.com/Unitech/pm2/commit/e49fd37eac538ff6af07c2af9733145ec830d5dc,2ff51d673b7ed1b091f4308aec40cd585881039b,e49fd37eac538ff6af07c2af9733145ec830d5dc,'\'ClassNA\'','\'MethodNA\'','?',0.6,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0
5013,BUG_FIX,pm2,https://github.com/Unitech/pm2/commit/ffaa90e964e4fa065bcf973bd55fcecf5796072f,f0e130828a5dc608a98467df9a13e5ade62ac9dd,ffaa90e964e4fa065bcf973bd55fcecf5796072f,'\'ClassNA\'','\'MethodNA\'','?',0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
